PRODUTO;ANO;REGIÃO;ESTADO;PRODUTOR;UNIDADE;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;TOTAL
BIODIESEL;2006;REGIÃO CENTRO-OESTE;MATO GROSSO;RENOBRAS;m3;0;0;0;0;0;0;0;13,4;0;0;0;0;13,4
BIODIESEL;2006;REGIÃO SUDESTE;SÃO PAULO;BIOCAPITAL;m3;0;0;0;0;0;0;0;0;0;0;0;454,286;454,286
BIODIESEL;2006;REGIÃO SUDESTE;MINAS GERAIS;SOYMINAS;m3;0;34,75;142,44;33,31;0;57;43;0;0;0;0;0;310,5
BIODIESEL;2006;REGIÃO SUDESTE;SÃO PAULO;SP Bio;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2006;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2006;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2006;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2006;REGIÃO CENTRO-OESTE;MATO GROSSO;USIBIO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2006;REGIÃO NORDESTE;BAHIA;OLEOPLAN NORDESTE (EX-V-BIODIESEL);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2006;REGIÃO NORTE;TOCANTINS;V-BIODIESEL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;MINAS GERAIS;ABDIESEL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;ADM (RONDONOPOLIS);m3;0;0;0;0;0;0;0;0;0;0;1388,029;0;1388,029
BIODIESEL;2007;REGIÃO SUL;SANTA CATARINA;ADM (JOAÇABA);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;AGRENCO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORTE;PARÁ;AGROPALMA;m3;560,104;548,663;546,494;482,232;347,629;281,6;378,029;318,116;70,926;128,532;0,813;53,622;3716,76
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;AGROSOJA;m3;0;0;0;0;0;0;0;35;0;0;0;0;35
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;ALIANÇA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORTE;RONDÔNIA;AMAZONBIO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;ARAGUASSU;m3;0;0;0;0;0;0;0;0;0;0;66,213;0;66,213
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;BEIRA RIO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;PARANÁ;BIGFRANGO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;JBS (EX-BRACOL EX-BERTIN);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);m3;0;0;0;0;0;0;0;532,565;633,237;0;0;0;1165,802
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;m3;0;0;0;0;0;0;0;0;;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;m3;0;0;0;0;0;0;0;0;;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO OLEO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;BIOCAMP;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;PARANÁ;BIOLIX;m3;5,94;2,96;3,2;0;0;0;0;0;0;0;0;0;12,1
BIODIESEL;2007;REGIÃO CENTRO-OESTE;GOIÁS;BIONASA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;PARANÁ;BIOPAR BIOENERGIA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;BIOPAR PARECIS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;BIO PETRO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;MINAS GERAIS;BIOSEP;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORTE;TOCANTINS;BIOTINS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;BIOVERDE (EX-BIOPETROSUL);m3;0;0;0;0;0;0;102,618;27,275;20,88;60,852;28,317;6,9;246,842
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO VIDA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;BOCCHI;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORDESTE;PIAUÍ;BRASIL ECODIESEL (FLORIANO);m3;3405,285;1605,1;3095,56;1708,13;2220,1;3040,92;3340,75;3024,26;2429,58;2651,97;2345;1606,99;30473,645
BIODIESEL;2007;REGIÃO NORDESTE;CEARÁ;BRASIL ECODIESEL (CRATEUS);m3;2275,825;2047,47;3667,78;2954,909;5786,1;5199,43;3642,65;3600,7;5051,99;4993;4064;3992,311;47276,165
BIODIESEL;2007;REGIÃO NORDESTE;BAHIA;BRASIL ECODIESEL (IRAQUARA);m3;1669,195;1548,914;5813,82;3140,404;3913,45;7328,19;5658;6584,72;7632,29;7716;7442;7873,624;66320,607
BIODIESEL;2007;REGIÃO NORTE;TOCANTINS;BRASIL ECODIESEL (PORTO NACIONAL);m3;0;0;0;0;0;2267;0;2481,5;4042,27;4753,98;4490;4737,955;22772,705
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;BRASIL ECODIESEL (ROSARIO DO SUL);m3;0;0;0;0;0;0;0;1178,6;2685;5084;6251;6358,589;21557,189
BIODIESEL;2007;REGIÃO NORDESTE;MARANHÃO;BRASIL ECODIESEL (SÃO LUIS);m3;0;0;0;0;0;0;0;0;5998,75;5765;5431;6313,898;23508,648
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;BARRALCOOL;m3;1243,159;1484,789;240,046;0;872,9;1394,09;1397,001;2262,781;556,901;655,2;2103,24;249,96;12460,067
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;BSBIOS;m3;0;0;0;0;0;0;0;4560,432;3889,47;2486,632;2033,166;399,554;13369,254
BIODIESEL;2007;REGIÃO SUL;PARANÁ;BSBIOS MARIALVA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;BUNGE;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;CAIBIENSE;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;CAMERA (IJUI);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;CAMERA (ROSARIO DO SUL);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;GOIÁS;CARAMURU (SÃO SIMÃO);m3;0;0;0;0;5186,682;1479,169;0;5050,413;4189,145;8786,05;9305,667;8695,003;42692,129
BIODIESEL;2007;REGIÃO CENTRO-OESTE;GOIÁS;CARAMURU (IPAMERI);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;CARAMURU (SORRISO);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;CARGILL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;RIO DE JANEIRO;CESBRA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;CLV;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORDESTE;BAHIA;COMANCHE (EX-IBR);m3;0;0;0;0;0;0;0;0;0;1237,425;1723,626;1660,335;4621,386
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;DELTA BIOCOMBUSTÍVEIS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;DELTA CUIABA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;GRUPAL (EX-COOAMI);m3;0;0;0;0;0;0;0;0;81,389;92,91;39,648;19,2;233,147
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;COOMISA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;COOPERBIO (LUCAS DO RIO VERDE);m3;0;0;0;0;0;0;0;0;257,812;290,19;209,862;195,946;953,81
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;COOPERBIO (CUIABA);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;COOPERFELIZ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORTE;PARÁ;DVH CHEMICAL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;FERTIBOM;m3;95,53;58,161;89,528;83,659;130,099;112,166;137,005;741,185;1045,512;1347,953;637,822;67,213;4545,833
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;FIAGRIL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;FRIGOL;m3;0;0;0;0;0;0;0;25;10;0;0;0;35
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;FUGA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;RIO DE JANEIRO;GRAN-VALLE;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;GRANOL (CACHOEIRA DO SUL);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;GRANOL (CAMPINAS);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;GOIÁS;GRANOL (ANÁPOLIS);m3;6886,14;8011,402;7496,755;8501,288;5284,409;5177,623;7012,224;7532,039;2528,79;523,996;3859,304;5131,966;67945,936
BIODIESEL;2007;REGIÃO NORTE;TOCANTINS;GRANOL (PORTO NACIONAL);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;INNOVATTI;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORDESTE;PIAUÍ;J APARECIDO DOS SANTOS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;GOIÁS;JATAI;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;GOIÁS;MINERVA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;COFCO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORDESTE;CEARÁ;NUTEC;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;m3;0;0;0;0;0;0;1412,45;970,052;1445,091;1130,902;2811,46;0;7769,955
BIODIESEL;2007;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORTE;RONDÔNIA;OURO VERDE;m3;0;0;0;50,175;0;0;6;10;12;17,4;3,6;0;99,175
BIODIESEL;2007;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;PARANÁ;POTENCIAL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;PRISMA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;RENOBRAS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;BIOCAPITAL;m3;967,561;1625,282;1653,689;1831,997;2206,133;846,73;3631,596;5024,212;3406,475;5878,633;2166,798;1652,682;30891,788
BIODIESEL;2007;REGIÃO SUDESTE;MINAS GERAIS;SOYMINAS;m3;0;0;30;20;57,164;31;0;0;0;0;0;0;138,164
BIODIESEL;2007;REGIÃO SUDESTE;SÃO PAULO;SP Bio;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO CENTRO-OESTE;MATO GROSSO;USIBIO;m3;0;0;0;0;0;0;0;0;25,886;7,905;0;0;33,791
BIODIESEL;2007;REGIÃO NORDESTE;BAHIA;OLEOPLAN NORDESTE (EX-V-BIODIESEL);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2007;REGIÃO NORTE;TOCANTINS;V-BIODIESEL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUDESTE;MINAS GERAIS;ABDIESEL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;ADM (RONDONOPOLIS);m3;11130,774;8849,029;13251,553;11021,559;11853,715;15789,234;17978,205;19275,417;18495,744;15659,695;13870,026;14476,896;171651,847
BIODIESEL;2008;REGIÃO SUL;SANTA CATARINA;ADM (JOAÇABA);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;AGRENCO;m3;0;0;0;0;0;0;2045,454;0;0;0;0;0;2045,454
BIODIESEL;2008;REGIÃO NORTE;PARÁ;AGROPALMA;m3;128,424;197,364;162,169;157,57;305,22;0,002;461,583;470,734;188,449;205,525;174,041;174,167;2625,248
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;AGROSOJA;m3;0;0;0;0;0;320;160;664;1275;1402,5;127,5;1200;5149
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;ALIANÇA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO NORTE;RONDÔNIA;AMAZONBIO;m3;0;0;0;0;0;0;0;0;0;0;0;4;4
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;ARAGUASSU;m3;1,811;0;0;0;0;0;0;0;0;0;0;0;1,811
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;BEIRA RIO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUL;PARANÁ;BIGFRANGO;m3;0;0;0;0;0;0;5;0;0;6;5,5;0;16,5
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;JBS (EX-BRACOL EX-BERTIN);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);m3;3682,733;3058,278;1988,309;1795,41;2989,325;8933,894;5585,557;7860,92;8676,957;8528,553;8669,04;7427,423;69196,399
BIODIESEL;2008;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;m3;135,395;243,887;377,158;361,7;0;0;0;0;0;0;0;0;1118,14
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO OLEO;m3;0;0;0;0;0;0;0;16,47;43,213;60,6;25,4;79,936;225,619
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;BIOCAMP;m3;285;125;758,921;1395,8;854,5;0;0;82,491;1200,93;1790,646;3385,436;1959,636;11838,36
BIODIESEL;2008;REGIÃO SUL;PARANÁ;BIOLIX;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;GOIÁS;BIONASA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUL;PARANÁ;BIOPAR BIOENERGIA;m3;0;0;0;0;0;0;800;600;1100;1630;1823,385;1324,486;7277,871
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;BIOPAR PARECIS;m3;0;0;0;0;0;0;0;0;0;238,48;380,325;338,644;957,449
BIODIESEL;2008;REGIÃO SUDESTE;SÃO PAULO;BIO PETRO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUDESTE;MINAS GERAIS;BIOSEP;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO NORTE;TOCANTINS;BIOTINS;m3;0;0;5;0;0;82,424;255,33;537,209;514,091;559,125;498,556;381,313;2833,048
BIODIESEL;2008;REGIÃO SUDESTE;SÃO PAULO;BIOVERDE (EX-BIOPETROSUL);m3;234,758;809,654;751,61;201,557;325,747;1721,137;3695,678;3967,009;5860,133;4148,691;4408,137;4232,447;30356,558
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO VIDA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUL;RIO GRANDE DO SUL;BOCCHI;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO NORDESTE;PIAUÍ;BRASIL ECODIESEL (FLORIANO);m3;0;0;0;364,235;0;2303,54;1666,44;213,359;0;0;0;0;4547,574
BIODIESEL;2008;REGIÃO NORDESTE;CEARÁ;BRASIL ECODIESEL (CRATEUS);m3;5069,189;4823,622;0;0;0;1237,51;1893,78;891,53;109;0;0;391,895;14416,526
BIODIESEL;2008;REGIÃO NORDESTE;BAHIA;BRASIL ECODIESEL (IRAQUARA);m3;8427,818;5469,487;5682,514;2872,871;316;1072,49;516;1329,59;3747;2210,54;1987,51;2632,481;36264,301
BIODIESEL;2008;REGIÃO NORTE;TOCANTINS;BRASIL ECODIESEL (PORTO NACIONAL);m3;3144,416;4177,258;2672,826;307,018;0;0;0;0;0;0;0;0;10301,518
BIODIESEL;2008;REGIÃO SUL;RIO GRANDE DO SUL;BRASIL ECODIESEL (ROSARIO DO SUL);m3;4277,266;6689,2;3524;3212,493;2998;1780;1423;3346;3422,353;1110,37;3031,19;3109,742;37923,614
BIODIESEL;2008;REGIÃO NORDESTE;MARANHÃO;BRASIL ECODIESEL (SÃO LUIS);m3;5072,806;6899,341;4437,899;603,793;2627;1883,46;1024,56;3423,52;3609,679;2398,03;2200,11;1992,091;36172,289
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;BARRALCOOL;m3;252,04;0;0;0;1760,76;3375,9;3144,6;2871,34;2171,21;3240,601;3450,21;2103,47;22370,131
BIODIESEL;2008;REGIÃO SUL;RIO GRANDE DO SUL;BSBIOS;m3;5369,997;1084,84;0;4129,786;8166,662;9739,252;10399,093;9445,549;10211,447;10534,216;10921,106;7340,15;87342,098
BIODIESEL;2008;REGIÃO SUL;PARANÁ;BSBIOS MARIALVA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;BUNGE;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;CAIBIENSE;m3;0;0;0;0;0;0;0;0;0;0;211,56;508,44;720
BIODIESEL;2008;REGIÃO SUL;RIO GRANDE DO SUL;CAMERA (IJUI);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUL;RIO GRANDE DO SUL;CAMERA (ROSARIO DO SUL);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;GOIÁS;CARAMURU (SÃO SIMÃO);m3;7244,41;8584,72;8063,621;8301,72;9021,967;9314,76;9973,413;8579,927;8893,844;9842,603;9349,659;11099,899;108270,543
BIODIESEL;2008;REGIÃO CENTRO-OESTE;GOIÁS;CARAMURU (IPAMERI);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;CARAMURU (SORRISO);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;CARGILL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUDESTE;RIO DE JANEIRO;CESBRA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;CLV;m3;0;0;0;0;0;0;0;0;0;0;22,047;38,88;60,927
BIODIESEL;2008;REGIÃO NORDESTE;BAHIA;COMANCHE (EX-IBR);m3;2007,58;1153,81;1378,638;1305,558;1456,441;1620,31;1464,128;2239,608;2748,573;1415,217;2074,088;1233,98;20097,931
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;DELTA BIOCOMBUSTÍVEIS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;DELTA CUIABA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;GRUPAL (EX-COOAMI);m3;14,6;0;0;0;0;0;0;0;0;0;0;0;14,6
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;COOMISA;m3;0;0;0;0;0;9,8;0;0;0;0;2;0;11,8
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;COOPERBIO (LUCAS DO RIO VERDE);m3;128,15;25,285;0;0;0;0;0;0;0;0;0;0;153,435
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;COOPERBIO (CUIABA);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;COOPERFELIZ;m3;0;44,72;49,226;26,843;24,891;65,643;15,84;0;0;60,839;207,063;197,892;692,957
BIODIESEL;2008;REGIÃO NORTE;PARÁ;DVH CHEMICAL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUDESTE;SÃO PAULO;FERTIBOM;m3;0;0;0;0;0;1870,257;850,592;2167,642;2181,627;3952,002;3611,64;1742,153;16375,913
BIODIESEL;2008;REGIÃO CENTRO-OESTE;MATO GROSSO;FIAGRIL;m3;1194,195;4106,827;3371,372;5119,098;6927,486;7744,306;8085,245;5997,36;8036,547;7192,849;6306,526;4918,07;68999,881
BIODIESEL;2008;REGIÃO SUDESTE;SÃO PAULO;FRIGOL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUL;RIO GRANDE DO SUL;FUGA;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUDESTE;RIO DE JANEIRO;GRAN-VALLE;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
BIODIESEL;2008;REGIÃO SUL;RIO GRANDE DO SUL;GRANOL (CACHOEIRA DO SUL);m3;0;0;0;5581,044;6166,498;9084,32;9700,934;10079,118;13102,318;14327,233;9424,577;7678,559;85144,601
BIODIESEL;2008;REGIÃO SUDESTE;SÃO PAULO;GRANOL (CAMPINAS);m3;0;0;0;0;0;0;0;0;0;0;0;0;0
